1,2,3,4,Posture,Dataset
0.020343017578124997,0.0322265625,0.04229736328125,0.0088623046875,3.0,0.0
0.0201416015625,0.032830810546875,0.040887451171875,0.007855224609375,3.0,0.0
0.020343017578124997,0.03544921875,0.040283203125,0.008660888671875,3.0,0.0
0.01973876953125,0.03544921875,0.03988037109375,0.009869384765625,3.0,0.0
0.01973876953125,0.030615234374999998,0.04149169921875,0.008660888671875,3.0,0.0
0.019537353515624998,0.027191162109375,0.045117187499999996,0.010272216796874999,3.0,0.0
0.019335937499999997,0.026788330078125,0.044110107421874996,0.009869384765625,3.0,0.0
0.01893310546875,0.02698974609375,0.045117187499999996,0.009063720703125,3.0,0.0
0.019940185546875,0.026586914062499998,0.044110107421874996,0.008660888671875,3.0,0.0
0.019335937499999997,0.027392578124999997,0.043103027343749996,0.009869384765625,3.0,0.0
0.020745849609375,0.037261962890625,0.052569580078125,0.0088623046875,3.0,1.0
0.019940185546875,0.038671874999999994,0.052166748046874996,0.008660888671875,3.0,1.0
0.020343017578124997,0.036859130859375,0.053173828124999996,0.008660888671875,3.0,1.0
0.0201416015625,0.036053466796874996,0.05196533203125,0.009466552734375,3.0,1.0
0.019537353515624998,0.0378662109375,0.0523681640625,0.0088623046875,3.0,1.0
0.019335937499999997,0.03665771484375,0.051361083984375,0.008660888671875,3.0,1.0
0.019335937499999997,0.036456298828125,0.05196533203125,0.009265136718749999,3.0,1.0
0.019537353515624998,0.038470458984375,0.0523681640625,0.0088623046875,3.0,1.0
0.019940185546875,0.03826904296875,0.0515625,0.009466552734375,3.0,1.0
0.020745849609375,0.038671874999999994,0.050756835937499994,0.009063720703125,3.0,1.0
0.019537353515624998,0.035247802734375,0.038671874999999994,0.011279296874999999,3.0,2.0
0.019335937499999997,0.033636474609375,0.037664794921875,0.009667968749999999,3.0,2.0
0.019335937499999997,0.034039306640624996,0.038873291015625,0.009869384765625,3.0,2.0
0.01973876953125,0.0346435546875,0.03826904296875,0.010272216796874999,3.0,2.0
0.019335937499999997,0.035046386718749996,0.038067626953124996,0.0104736328125,3.0,2.0
0.019537353515624998,0.0346435546875,0.0378662109375,0.010675048828124999,3.0,2.0
0.019537353515624998,0.035046386718749996,0.03826904296875,0.01007080078125,3.0,2.0
0.019537353515624998,0.03544921875,0.038671874999999994,0.010272216796874999,3.0,2.0
0.019335937499999997,0.0346435546875,0.03826904296875,0.010272216796874999,3.0,2.0
0.018530273437499998,0.033636474609375,0.03665771484375,0.011077880859375,3.0,2.0
0.019134521484375,0.02698974609375,0.042498779296875,0.009869384765625,3.0,3.0
0.0378662109375,0.0056396484374999995,0.021350097656249997,0.0120849609375,3.0,3.0
0.032427978515625,0.013494873046875,0.014501953125,0.015911865234375,3.0,3.0
0.025177001953125,0.013897705078125,0.021551513671874998,0.013494873046875,3.0,3.0
0.022558593749999998,0.038470458984375,0.030010986328125,0.011682128906249999,3.0,3.0
0.021350097656249997,0.044714355468749994,0.047735595703124994,0.00523681640625,3.0,3.0
0.023968505859375,0.040283203125,0.0459228515625,0.0072509765625,3.0,3.0
0.023968505859375,0.040081787109374996,0.045721435546874994,0.0076538085937499995,3.0,3.0
0.025579833984374998,0.040887451171875,0.044714355468749994,0.008056640625,3.0,3.0
0.024774169921875,0.040887451171875,0.0459228515625,0.0088623046875,3.0,3.0
0.017724609375,0.039678955078124994,0.042700195312499994,0.007855224609375,3.0,4.0
0.017523193359374998,0.047131347656249996,0.04189453125,0.00845947265625,3.0,4.0
0.017523193359374998,0.050756835937499994,0.040081787109374996,0.007855224609375,3.0,4.0
0.01893310546875,0.04833984375,0.041290283203125,0.007452392578125,3.0,4.0
0.017926025390625,0.045117187499999996,0.04189453125,0.008056640625,3.0,4.0
0.01893310546875,0.050958251953125,0.041088867187499996,0.0072509765625,3.0,4.0
0.018731689453125,0.04229736328125,0.040887451171875,0.007855224609375,3.0,4.0
0.019537353515624998,0.040887451171875,0.04149169921875,0.009265136718749999,3.0,4.0
0.01893310546875,0.040887451171875,0.04189453125,0.008660888671875,3.0,4.0
0.019335937499999997,0.041693115234374994,0.043707275390624994,0.009466552734375,3.0,4.0
0.020343017578124997,0.045721435546874994,0.029608154296874998,0.0104736328125,3.0,5.0
0.01973876953125,0.045721435546874994,0.030816650390625,0.009869384765625,3.0,5.0
0.019134521484375,0.04632568359375,0.030615234374999998,0.0104736328125,3.0,5.0
0.0201416015625,0.045117187499999996,0.03021240234375,0.010272216796874999,3.0,5.0
0.019940185546875,0.0475341796875,0.03021240234375,0.010272216796874999,3.0,5.0
0.01973876953125,0.04632568359375,0.0298095703125,0.010675048828124999,3.0,5.0
0.01973876953125,0.046124267578124996,0.030615234374999998,0.009466552734375,3.0,5.0
0.021148681640625,0.0475341796875,0.0298095703125,0.009869384765625,3.0,5.0
0.020343017578124997,0.046527099609375,0.029406738281249997,0.009466552734375,3.0,5.0
0.019940185546875,0.046929931640625,0.031622314453125,0.010675048828124999,3.0,5.0
0.021350097656249997,0.04189453125,0.036053466796874996,0.0064453125,3.0,6.0
0.0217529296875,0.04149169921875,0.03544921875,0.007049560546875,3.0,6.0
0.0217529296875,0.048541259765625,0.033837890625,0.005841064453124999,3.0,6.0
0.024774169921875,0.0459228515625,0.030615234374999998,0.008660888671875,3.0,6.0
0.021954345703125,0.041088867187499996,0.0322265625,0.00845947265625,3.0,6.0
0.02215576171875,0.040484619140625,0.032427978515625,0.0088623046875,3.0,6.0
0.02215576171875,0.039276123046875,0.032427978515625,0.0088623046875,3.0,6.0
0.0217529296875,0.040081787109374996,0.031622314453125,0.009063720703125,3.0,6.0
0.023162841796875,0.040484619140625,0.0322265625,0.008258056640624999,3.0,6.0
0.022760009765625,0.040283203125,0.033032226562499996,0.009265136718749999,3.0,6.0
0.023162841796875,0.044110107421874996,0.0298095703125,0.009063720703125,3.0,7.0
0.022760009765625,0.045721435546874994,0.028802490234375,0.010272216796874999,3.0,7.0
0.021954345703125,0.045721435546874994,0.029406738281249997,0.0088623046875,3.0,7.0
0.0217529296875,0.046124267578124996,0.030615234374999998,0.009667968749999999,3.0,7.0
0.022760009765625,0.045721435546874994,0.030010986328125,0.009466552734375,3.0,7.0
0.02215576171875,0.046728515624999994,0.03021240234375,0.0104736328125,3.0,7.0
0.022357177734374997,0.044915771484375,0.028802490234375,0.01007080078125,3.0,7.0
0.02215576171875,0.046124267578124996,0.028399658203124997,0.01007080078125,3.0,7.0
0.022760009765625,0.045721435546874994,0.029406738281249997,0.009466552734375,3.0,7.0
0.022558593749999998,0.046124267578124996,0.028601074218749998,0.009869384765625,3.0,7.0
0.022558593749999998,0.0475341796875,0.033032226562499996,0.009667968749999999,3.0,8.0
0.023162841796875,0.0475341796875,0.033636474609375,0.008660888671875,3.0,8.0
0.022558593749999998,0.0475341796875,0.03262939453125,0.009667968749999999,3.0,8.0
