1,2,3,4,Posture
0.012487792,0.019537352,0.033636472,0.014501952,1.0
0.012890624,0.018731688,0.033032224,0.015509031999999999,1.0
0.01208496,0.018530272,0.032629392,0.0151062,1.0
0.012689208,0.017926024,0.03323364,0.01611328,1.0
0.01309204,0.01913452,0.032427976,0.015911864,1.0
0.012689208,0.020745848,0.0352478,0.016918943999999998,1.0
0.012487792,0.020343016,0.034039304,0.017724608,1.0
0.012689208,0.020947264,0.035449216,0.018731688,1.0
0.011883544,0.020544432,0.035852048,0.016918943999999998,1.0
0.012487792,0.020745848,0.0352478,0.017523192,1.0
0.018328856,0.025982664,0.038470456,0.021350096,1.0
0.019738768,0.02719116,0.035449216,0.017321776,1.0
0.018127439999999998,0.025781248,0.035650632,0.018933104,1.0
0.014703368,0.024572752,0.036859128,0.018328856,1.0
0.013696288,0.023364256,0.038671871999999996,0.019537352,1.0
0.017724608,0.023364256,0.032025144,0.021954344,1.0
0.018328856,0.02316284,0.033837887999999997,0.02316284,1.0
0.018127439999999998,0.023364256,0.033032224,0.024572752,1.0
0.018933104,0.024371336,0.034039304,0.023767088,1.0
0.017523192,0.023968503999999998,0.033837887999999997,0.022961424,1.0
0.01611328,0.02215576,0.034442136,0.021551512,1.0
0.017724608,0.022357176,0.03424072,0.021551512,1.0
0.01712036,0.022357176,0.034643552,0.020947264,1.0
0.017724608,0.021350096,0.034442136,0.021350096,1.0
0.01611328,0.022558592,0.034643552,0.020544432,1.0
0.0,0.039880368,0.069287104,0.0,2.0
0.0,0.0402832,0.070294184,0.0,2.0
0.0,0.041088864,0.071099848,0.0,2.0
0.0,0.042901608,0.06646728,0.0,2.0
0.0,0.043908688,0.06747436,0.0,2.0
0.0,0.0453186,0.07150268,0.0,2.0
0.0,0.046527096,0.071704096,0.0,2.0
0.0,0.045117184,0.072106928,0.0,2.0
0.0,0.046728512,0.073718256,0.0,2.0
0.0,0.046527096,0.074121088,0.0,2.0
0.000805664,0.042901608,0.070092768,0.0,2.0
0.0,0.043707272,0.068682856,0.0,2.0
0.0,0.042498776,0.06908568799999999,0.0,2.0
0.0,0.043707272,0.06848144,0.0,2.0
0.0,0.043908688,0.068682856,0.0,2.0
0.0,0.043908688,0.071905512,0.0,2.0
0.0,0.043707272,0.071905512,0.0,2.0
0.0,0.043908688,0.071099848,0.0,2.0
0.0,0.043103024,0.07250975999999999,0.0,2.0
0.0,0.04330444,0.07150268,0.0,2.0
0.0,0.045520015999999996,0.07250975999999999,0.0,2.0
0.0,0.045117184,0.071704096,0.0,2.0
0.0,0.045117184,0.070697016,0.0,2.0
0.0,0.045922848,0.071905512,0.0,2.0
0.0,0.045922848,0.072308344,0.0,2.0
0.0,0.016918943999999998,0.03323364,0.0,3.0
0.0,0.016717528,0.03323364,0.0,3.0
0.0,0.016717528,0.033837887999999997,0.0,3.0
0.0,0.016516112,0.03323364,0.0,3.0
0.0,0.016918943999999998,0.03424072,0.0,3.0
0.0,0.017724608,0.03424072,0.0,3.0
