1,2,3,4,Posture
187.335410272,0.025378416,0.033032224,0.010675048,1.0
0.019335935999999998,0.026989744,0.032830808,0.0100708,1.0
0.019738768,0.025982664,0.033837887999999997,0.009667967999999999,1.0
0.019335935999999998,0.02719116,0.032025144,0.010473632,1.0
0.018328856,0.026385496,0.034039304,0.009667967999999999,1.0
203.451107264,0.020745848,0.02819824,0.011279296,1.0
0.0201416,0.020947264,0.029809567999999998,0.011279296,1.0
0.021350096,0.020745848,0.029406736,0.010272216,1.0
0.022558592,0.021551512,0.029003904,0.010473632,1.0
0.021752928,0.020544432,0.029003904,0.010876464,1.0
189.349570272,0.024975584,0.031622312,0.011682128,1.0
0.019335935999999998,0.024975584,0.03222656,0.011883544,1.0
0.019537352,0.025781248,0.03121948,0.011279296,1.0
0.019738768,0.024975584,0.032025144,0.01208496,1.0
0.019537352,0.024371336,0.031622312,0.010473632,1.0
221.579554344,0.022961424,0.032629392,0.012286376,1.0
0.02114868,0.023364256,0.031622312,0.010675048,1.0
0.021752928,0.022357176,0.033032224,0.011682128,1.0
0.02215576,0.022357176,0.03121948,0.010675048,1.0
0.022760007999999998,0.021752928,0.032427976,0.01107788,1.0
213.52231009599998,0.024975584,0.033837887999999997,0.01208496,1.0
0.020947264,0.024975584,0.033435056,0.011480712,1.0
0.021551512,0.023767088,0.032830808,0.011279296,1.0
0.022357176,0.02416992,0.032025144,0.011480712,1.0
0.021752928,0.021954344,0.033636472,0.011279296,1.0
0.007855224,0.028399656,0.037060544,0.000402832,2.0
0.0074523919999999995,0.028601071999999998,0.037866208,0.000805664,2.0
0.00704956,0.029003904,0.037664792,0.0006042479999999999,2.0
0.008258056,0.028399656,0.036859128,0.000201416,2.0
0.007653808,0.029003904,0.03726196,0.0012084959999999999,2.0
0.0,0.036254879999999996,0.066064448,0.0,2.0
0.0,0.033837887999999997,0.067877192,0.000201416,2.0
0.0,0.032830808,0.066668696,0.0006042479999999999,2.0
0.0,0.03323364,0.065863032,0.0,2.0
0.0,0.033032224,0.068078608,0.0,2.0
0.0,0.033837887999999997,0.049145504,0.0,2.0
